# fixture: north-axis-multizone
# engine: EnergyPlus, Version 26.1.0-6f2e40d102
# frame: Vertices are shown starting at Upper-Left-Corner => Counter-Clockwise => World Coordinates
# mirrored shading surfaces dropped: 0
# generated by checks/geometry-vertices/regenerate.py; do not hand-edit
# rows are ragged by design: three columns per vertex, vertex_count of them
kind,name,surface_class,base_surface,vertex_count,vertices
HeatTransfer Surface,ZN_1_FLR_1_SEC_4_WALL_4,Wall,,4,3.56,-9.00,4.22,3.56,-9.00,0.00,0.00,0.00,0.00,0.00,0.00,4.22
HeatTransfer Surface,ZN_1_FLR_1_SEC_4_WALL_4_WINDOW_1,Window,ZN_1_FLR_1_SEC_4_WALL_4,4,3.54,-8.95,1.89,3.54,-8.95,1.00,0.02,-0.05,1.00,0.02,-0.05,1.89
HeatTransfer Surface,ZN_1_FLR_1_SEC_4_FLOOR,Floor,,4,3.56,-9.00,0.00,-1.19,-6.94,0.00,-2.06,-4.74,0.00,0.00,0.00,0.00
HeatTransfer Surface,ZN_1_FLR_1_SEC_4_CEILING,Roof,,4,0.00,0.00,4.22,-2.06,-4.74,4.22,-1.19,-6.94,4.22,3.56,-9.00,4.22
HeatTransfer Surface,ZN_1_FLR_1_SEC_4_INTERNALMASS_1,Internal Mass,,0
HeatTransfer Surface,ZN_1_FLR_1_SEC_5_WALL_1,Wall,,4,-2.06,-4.74,4.22,-2.06,-4.74,0.00,-5.08,-5.94,0.00,-5.08,-5.94,4.22
HeatTransfer Surface,ZN_1_FLR_1_SEC_5_WALL_2,Wall,,4,-5.08,-5.94,4.22,-5.08,-5.94,0.00,-4.21,-8.14,0.00,-4.21,-8.14,4.22
HeatTransfer Surface,ZN_1_FLR_1_SEC_5_WALL_3,Wall,,4,-4.21,-8.14,4.22,-4.21,-8.14,0.00,-1.19,-6.94,0.00,-1.19,-6.94,4.22
HeatTransfer Surface,ZN_1_FLR_1_SEC_5_WALL_4,Wall,,4,-1.19,-6.94,4.22,-1.19,-6.94,0.00,-2.06,-4.74,0.00,-2.06,-4.74,4.22
HeatTransfer Surface,ZN_1_FLR_1_SEC_5_FLOOR,Floor,,4,-1.19,-6.94,0.00,-4.21,-8.14,0.00,-5.08,-5.94,0.00,-2.06,-4.74,0.00
HeatTransfer Surface,ZN_1_FLR_1_SEC_5_CEILING,Roof,,4,-2.06,-4.74,4.22,-5.08,-5.94,4.22,-4.21,-8.14,4.22,-1.19,-6.94,4.22
HeatTransfer Surface,ZN_1_FLR_1_SEC_5_INTERNALMASS_1,Internal Mass,,0
